GEOID,bike_km,bike_density,bike_score
53033028300,0.0,0.0,0.0
53033008600,6.439806074939625,9.052910121763517,40.41093856232308
53033031202,0.0,0.0,0.0
53033032604,0.0,0.0,0.0
53033025007,0.0,0.0,0.0
53033032216,0.0,0.0,0.0
53033008402,1.9826281513317927,13.631300384761248,60.84823940192293
53033030405,0.0,0.0,0.0
53033005306,2.629628644414643,13.116174904486881,58.54879051142632
53033032331,0.0,0.0,0.0
53033005902,0.0,0.0,0.0
53033007201,1.5431070229249386,10.236383318073239,45.693799209669464
53033005202,2.871507027827823,9.953118982598737,44.42934639794449
53033003602,2.3739241678511465,4.544938288180597,20.287975851177205
53033022205,0.0,0.0,0.0
53033032224,0.0,0.0,0.0
53033020301,0.0,0.0,0.0
53033005201,5.013608203404834,6.486572624209958,28.955162955482038
53033023901,0.0,0.0,0.0
53033007302,2.817989820173288,9.003662326993583,40.191103218548555
53033032218,0.0,0.0,0.0
53033025201,0.0,0.0,0.0
53033032706,0.0,0.0,0.0
53033011801,5.089221410638673,2.841206616602668,12.682753333690448
53033032225,0.0,0.0,0.0
53033007203,6.879816891282953,11.869318916216578,52.98299784803462
53033011901,3.1989796970858966,1.9014753104011988,8.487922768797846
53033022501,0.0,0.0,0.0
53033029507,0.0,0.0,0.0
53033032603,0.0,0.0,0.0
53033029309,0.0,0.0,0.0
53033025304,0.0,0.0,0.0
53033001201,6.166165581487201,6.115768638028794,27.299945251706532
53033010601,4.721602153602977,4.334793987925331,19.349920762524274
53033024301,0.0,0.0,0.0
53033024002,0.0,0.0,0.0
53033022804,0.0,0.0,0.0
53033022502,0.0,0.0,0.0
53033023805,0.0,0.0,0.0
53033010602,6.968581832266212,3.0008549827213638,13.395401557081968
53033011902,4.621933565159443,1.651768730724009,7.373267137159141
53033000102,8.140516774702172,3.372360130538632,15.053749149414614
53033031101,0.0,0.0,0.0
53033000201,2.377046124967165,1.3156486836603953,5.872873740034939
53033006701,5.14337707258809,10.589681919720562,47.2708752982746
