GEOID,median_income,total_population,pct_nonwhite,pct_no_vehicle,pct_renter
17031210602,93589.0,4233,69.26529648003779,23.2461355529132,61.59334126040428
17031210700,100151.0,3670,56.893732970027244,19.935897435897438,57.820512820512825
17031210800,92375.0,1063,58.419567262464724,12.413793103448276,67.1264367816092
17031210900,106083.0,2938,42.85228046289993,12.698412698412698,45.17195767195767
17031220300,94654.0,2124,40.72504708097928,13.333333333333334,60.61538461538461
17031220400,124613.0,2622,37.87185354691075,20.0,56.086956521739125
17031220500,107857.0,2955,41.895093062605746,23.450704225352112,60.84507042253521
17031220601,130500.0,1684,43.705463182897866,19.76127320954907,57.02917771883289
17031220602,71207.0,4414,45.333031264159494,47.830964846671655,79.24457741211668
17031220701,79948.0,2872,61.59470752089137,18.58019281332165,72.39263803680981
17031220702,80452.0,3825,64.62745098039215,18.105009052504524,67.77308388654194
17031220901,83681.0,2858,83.4149755073478,19.961240310077518,64.53488372093024
17031220902,78304.0,3154,71.71845275840202,9.47867298578199,55.07109004739337
17031221000,89044.0,2541,57.6151121605667,12.909090909090908,75.18181818181819
17031221100,96514.0,4374,51.23456790123457,18.311242022582228,64.50662739322533
17031221200,126481.0,3168,53.81944444444444,21.10939907550077,53.85208012326657
17031221300,87432.0,2912,52.40384615384615,31.304935767410413,75.05070993914808
17031221400,108789.0,3005,49.717138103161396,28.515369522563766,65.46762589928058
17031221500,72292.0,2877,47.13242961418144,37.309292649098474,69.83356449375867
17031221600,138152.0,3192,35.056390977443606,18.932748538011694,53.07017543859649
17031222200,188065.0,2183,14.246449839670184,14.440078585461691,47.445972495088405
17031222500,155878.0,1374,30.203784570596792,11.657559198542804,44.80874316939891
17031222600,94688.0,1552,46.45618556701031,23.076923076923077,58.620689655172406
17031222700,86473.0,2120,64.81132075471699,12.942612942612945,63.61416361416361
17031222800,71484.0,951,80.7570977917981,14.087759815242496,85.21939953810623
17031222900,89630.0,1056,78.21969696969697,23.484848484848484,63.38383838383839
17031230100,89773.0,1484,57.68194070080863,25.636942675159236,52.07006369426752
17031230200,78056.0,1897,70.53241960991039,14.970930232558139,56.25
17031230300,67337.0,1002,92.01596806387225,2.834008097165992,60.32388663967612
17031230400,91771.0,2206,77.83318223028105,8.914728682170542,44.832041343669246
17031230500,35727.0,3339,96.64570230607966,32.610379550735864,74.20604182804028
17031230600,57220.0,8313,90.72536990256225,32.25508317929759,72.2735674676525
17031230700,33994.0,6020,92.79069767441861,24.154589371980677,54.78260869565217
17031230800,71328.0,1082,75.13863216266174,4.25531914893617,27.659574468085108
17031230900,80756.0,4850,69.15463917525773,20.35573122529644,58.3498023715415
17031231100,59745.0,1505,95.21594684385381,16.037735849056602,38.91509433962264
17031231200,31629.0,5701,97.1408524820207,38.841309823677584,59.09319899244333
17031231500,31755.0,6183,94.63043829856058,37.48898678414097,70.35242290748899
17031240200,172019.0,1914,37.82654127481714,15.15527950310559,34.40993788819876
17031240300,142292.0,1290,21.085271317829456,18.19672131147541,43.9344262295082
17031240500,178770.0,2487,21.833534378769603,11.489992587101556,41.882876204595995
17031240600,166537.0,1814,42.17199558985667,11.932555123216602,42.282749675745784
17031240700,96250.0,1578,49.873257287705954,29.805013927576603,63.50974930362116
17031240800,103565.0,1573,47.99745708836618,15.683453237410072,54.10071942446043
17031240900,98145.0,1112,63.219424460431654,14.048059149722736,63.03142329020333
17031241000,96518.0,1810,56.46408839779006,20.813953488372093,65.69767441860465
17031241100,90822.0,3455,48.13314037626628,26.382211538461537,66.76682692307693
17031241200,139688.0,1684,31.76959619952494,25.817361894024803,59.188275084554675
17031241300,182829.0,1909,31.587218438973284,17.699115044247787,45.76485461441214
17031241400,200429.0,5897,25.385789384432766,23.307692307692307,68.38461538461539
17031241500,178750.0,2690,30.185873605947954,19.080459770114942,59.08045977011495
17031241600,121471.0,3508,34.74914481185861,26.832018038331455,74.85907553551297
17031242000,151724.0,4540,43.9647577092511,33.30449826989619,64.87889273356402
17031242100,205338.0,3825,36.47058823529412,19.52054794520548,44.52054794520548
17031242200,168311.0,4070,20.49140049140049,12.20253164556962,47.79746835443038
17031242300,106919.0,3186,25.957313245448844,11.358024691358025,48.333333333333336
17031242400,110129.0,3183,24.882186616399625,21.916092673763305,74.82780212899186
17031242500,93279.0,3333,39.24392439243925,18.815104166666664,69.07552083333334
17031242600,85000.0,5351,51.24275836292283,24.961360123647605,71.21329211746522
17031242700,80227.0,1918,49.27007299270073,19.35483870967742,64.88833746898263
17031242800,165375.0,1492,29.75871313672922,4.630969609261939,39.218523878437054
17031242900,124960.0,1906,35.9916054564533,8.284023668639055,49.58579881656805
17031243000,123750.0,2253,44.82911673324457,13.20582877959927,55.64663023679417
17031243100,107833.0,2142,59.43043884220355,13.987473903966595,53.5490605427975
17031243200,124648.0,2364,44.796954314720814,13.339301700984782,40.46553267681289
17031243300,122917.0,2214,31.571815718157183,36.32385120350109,76.87819110138585
17031243400,113966.0,3003,36.16383616383616,28.766233766233768,63.831168831168824
17031243500,169198.0,4550,29.186813186813186,20.81967213114754,62.74590163934426
17031250200,45019.0,2623,97.29317575295462,21.805392731535754,47.47948417350528
17031250300,64537.0,4882,92.42113887750922,11.04368932038835,45.99514563106796
17031250400,47281.0,5572,95.35175879396985,28.345323741007196,50.983213429256594
17031250500,120386.0,7519,67.54887618034313,7.562736335510485,13.33791680990031
17031250600,81458.0,4298,99.55793392275477,13.710302091402014,18.357862122385747
17031250700,50924.0,6226,97.87985865724382,31.21815655396017,74.57156090782769
17031250800,65884.0,2710,99.59409594095942,23.915737298636927,34.572490706319705
17031251000,35568.0,1317,100.0,20.52505966587112,57.51789976133651
17031251100,40584.0,4492,99.7773820124666,31.455399061032864,62.20657276995305
17031251200,64309.0,4252,99.67074317968016,19.205298013245034,31.20860927152318
17031251300,42182.0,4638,96.35618801207417,18.550531914893618,56.38297872340425
17031251400,21049.0,3269,90.42520648516366,52.39449976292082,80.60692271218586
17031251500,47491.0,4526,100.0,33.92980041293875,57.60495526496903
17031251600,34332.0,4418,89.5427795382526,36.435331230283914,59.93690851735016
17031251700,57037.0,1188,96.88552188552188,11.320754716981133,51.65094339622641
17031251800,36681.0,5641,99.78727176032618,38.595473012188044,76.26233313987231
17031251900,35047.0,5355,98.39402427637722,49.71050454921422,78.74276261373035
17031252000,30103.0,5787,91.46362536720235,50.54121565362198,79.68359700249792
17031252101,50139.0,1624,99.8768472906404,28.57142857142857,69.64285714285714
17031252102,51992.0,6123,100.0,41.52202937249666,63.55140186915887
17031252201,45458.0,3195,96.87010954616588,20.26143790849673,59.66386554621849
17031252202,45839.0,4872,99.38423645320196,28.517110266159694,71.10266159695817
17031260100,21875.0,1145,98.77729257641921,73.72488408037094,88.09891808346212
17031260200,51125.0,1274,99.52904238618524,26.463104325699742,75.82697201017811
17031260300,,1615,98.39009287925697,27.718550106609808,71.21535181236673
17031260400,13489.0,1573,100.0,15.196998123827393,84.42776735459663
17031260500,40991.0,1594,99.87452948557089,33.499170812603644,60.033167495854066
17031260600,42875.0,2115,98.72340425531915,20.746268656716417,56.71641791044776
17031260700,46167.0,1216,98.60197368421053,15.495867768595042,59.09090909090909
17031260800,36681.0,1782,94.668911335578,44.88549618320611,82.13740458015268
17031260900,20841.0,1162,91.91049913941481,38.70967741935484,62.03473945409429
17031261000,48482.0,2143,100.0,39.439655172413794,76.83189655172413
17031270500,24375.0,1411,98.72430900070871,42.532467532467535,86.03896103896103
17031271200,31048.0,1351,91.26572908956328,42.38095238095238,77.38095238095238
17031271300,45046.0,880,98.97727272727272,20.72072072072072,57.95795795795796
17031271400,43355.0,1499,85.39026017344897,45.28301886792453,76.0377358490566
17031271500,50926.0,1515,98.94389438943895,25.949367088607595,64.76793248945147
17031271800,51550.0,793,90.92055485498108,45.87458745874587,82.17821782178217
17031280100,148319.0,7867,30.44362527011567,41.651308514559524,72.65020272760782
17031280400,36681.0,1268,92.42902208201893,42.06773618538324,91.44385026737967
17031280800,31500.0,1036,95.36679536679536,31.944444444444443,70.37037037037037
17031280900,,1173,85.76300085251492,23.134328358208954,63.93034825870647
